0,2.5316,0.1562,2.3031,0.098
1,2.3013,0.0312,2.3031,0.098
2,2.3028,0.0625,2.3031,0.098
3,2.3124,0.0625,2.3031,0.098
4,2.288,0.1875,2.3031,0.098
5,2.2993,0.0625,2.3031,0.098
6,2.3657,0.0312,2.3031,0.098
7,2.2903,0.0938,2.3031,0.098
8,2.2744,0.0938,2.3031,0.098
9,2.2674,0.1562,2.3031,0.098
10,2.3424,0.1875,2.3031,0.098
11,2.2392,0.1875,2.3031,0.098
12,2.2267,0.1562,2.3031,0.098
13,2.4046,0,2.3031,0.098
14,2.3343,0.0938,2.3031,0.098
15,2.2848,0.1562,2.3031,0.098
16,2.2972,0.1562,2.3031,0.098
17,2.2913,0.0938,2.3031,0.098
18,2.279,0.0938,2.3031,0.098
19,2.2854,0.1562,2.3031,0.098
20,2.2756,0.1562,2.2928,0.1727
21,2.2838,0.1562,2.2928,0.1727
22,2.3118,0.125,2.2928,0.1727
23,2.3192,0.25,2.2928,0.1727
24,2.326,0.0938,2.2928,0.1727
25,2.2727,0.2188,2.2928,0.1727
26,2.292,0.0938,2.2928,0.1727
27,2.2563,0.0312,2.2928,0.1727
28,2.2662,0.1875,2.2928,0.1727
29,2.2307,0.1562,2.2928,0.1727
30,2.2546,0.1562,2.2928,0.1727
31,2.1347,0.1875,2.2928,0.1727
32,2.1784,0.1875,2.2928,0.1727
33,2.1616,0.2188,2.2928,0.1727
34,2.1387,0.3125,2.2928,0.1727
35,2.1961,0.3125,2.2928,0.1727
36,2.2357,0.1562,2.2928,0.1727
37,2.2654,0.2188,2.2928,0.1727
38,2.0938,0.3125,2.2928,0.1727
39,2.1441,0.2188,2.2928,0.1727
40,2.2067,0.2812,2.1402,0.2408
41,2.1239,0.25,2.1402,0.2408
42,2.2395,0.0938,2.1402,0.2408
43,2.1471,0.1562,2.1402,0.2408
44,2.1296,0.2188,2.1402,0.2408
45,2.0626,0.375,2.1402,0.2408
46,2.2517,0.0625,2.1402,0.2408
47,2.1191,0.2812,2.1402,0.2408
48,2.1381,0.2188,2.1402,0.2408
49,2.0322,0.3125,2.1402,0.2408
50,1.9526,0.3125,2.1402,0.2408
51,1.8811,0.3125,2.1402,0.2408
52,1.8808,0.2812,2.1402,0.2408
53,1.8803,0.375,2.1402,0.2408
54,1.6947,0.5625,2.1402,0.2408
55,1.9028,0.3125,2.1402,0.2408
56,2.0658,0.2188,2.1402,0.2408
57,2.1255,0.1562,2.1402,0.2408
58,1.8746,0.25,2.1402,0.2408
59,2.6365,0.0625,2.1402,0.2408
60,2.0555,0.2188,2.2539,0.1279
61,2.2431,0.125,2.2539,0.1279
62,2.3086,0.125,2.2539,0.1279
63,2.1594,0.1875,2.2539,0.1279
64,1.9799,0.2188,2.2539,0.1279
65,1.8712,0.4375,2.2539,0.1279
66,2.7124,0.375,2.2539,0.1279
67,2.0459,0.3438,2.2539,0.1279
68,2.1584,0.1875,2.2539,0.1279
69,2.1783,0.2188,2.2539,0.1279
70,2.1427,0.25,2.2539,0.1279
71,2.2071,0.0625,2.2539,0.1279
72,2.2532,0.125,2.2539,0.1279
73,2.1271,0.3125,2.2539,0.1279
74,2.204,0.3125,2.2539,0.1279
75,2.1549,0.2188,2.2539,0.1279
76,2.1863,0.2188,2.2539,0.1279
77,2.1963,0.125,2.2539,0.1279
78,2.0905,0.375,2.2539,0.1279
79,2.0986,0.3125,2.2539,0.1279
80,2.0451,0.4062,2.1004,0.2374
81,2.1333,0.25,2.1004,0.2374
82,1.972,0.2812,2.1004,0.2374
83,1.9519,0.3125,2.1004,0.2374
84,2.1614,0.0938,2.1004,0.2374
85,2.1536,0.125,2.1004,0.2374
86,1.9421,0.2812,2.1004,0.2374
87,2.0636,0.1875,2.1004,0.2374
88,2.0635,0.1562,2.1004,0.2374
89,2.0588,0.2188,2.1004,0.2374
90,1.8937,0.3125,2.1004,0.2374
91,1.9947,0.2188,2.1004,0.2374
92,1.9172,0.1562,2.1004,0.2374
93,2.104,0.25,2.1004,0.2374
94,2.1109,0.2188,2.1004,0.2374
95,1.8222,0.3438,2.1004,0.2374
96,1.7358,0.4375,2.1004,0.2374
97,1.6755,0.4375,2.1004,0.2374
98,1.7135,0.4375,2.1004,0.2374
99,1.7945,0.3125,2.1004,0.2374
100,1.8066,0.2188,1.8179,0.3211
101,1.8248,0.3438,1.8179,0.3211
102,1.971,0.2812,1.8179,0.3211
103,1.8005,0.2812,1.8179,0.3211
104,1.8692,0.2188,1.8179,0.3211
105,1.5636,0.3438,1.8179,0.3211
106,1.4472,0.5312,1.8179,0.3211
107,1.6157,0.375,1.8179,0.3211
108,1.5967,0.375,1.8179,0.3211
