0,2.6359,0.0312,2.3030,0.0958
1,2.3065,0.0625,2.3030,0.0958
2,2.3060,0.0625,2.3030,0.0958
3,2.2986,0.1250,2.3030,0.0958
4,2.3078,0.1875,2.3030,0.0958
5,2.3009,0.0625,2.3030,0.0958
6,2.3003,0.0938,2.3030,0.0958
7,2.3130,0.0312,2.3030,0.0958
8,2.3099,0.0625,2.3030,0.0958
9,2.3065,0.0312,2.3030,0.0958
10,2.3037,0.0312,2.3030,0.0958
11,2.2749,0.1875,2.3030,0.0958
12,2.3214,0.0625,2.3030,0.0958
13,2.3154,0.0938,2.3030,0.0958
14,2.2641,0.1250,2.3030,0.0958
15,2.2739,0.1562,2.3030,0.0958
16,2.3003,0.0625,2.3030,0.0958
17,2.2876,0.0000,2.3030,0.0958
18,2.3013,0.0312,2.3030,0.0958
19,2.2673,0.0312,2.3030,0.0958
20,2.2583,0.1250,2.2738,0.1040
21,2.2421,0.1562,2.2738,0.1040
22,2.2784,0.0938,2.2738,0.1040
23,2.3149,0.0625,2.2738,0.1040
24,2.2932,0.1250,2.2738,0.1040
25,2.2259,0.1562,2.2738,0.1040
26,2.2325,0.0938,2.2738,0.1040
27,2.2859,0.0625,2.2738,0.1040
28,2.2745,0.0625,2.2738,0.1040
29,2.2680,0.1875,2.2738,0.1040
30,2.2647,0.0938,2.2738,0.1040
31,2.2561,0.2500,2.2738,0.1040
32,2.2133,0.2812,2.2738,0.1040
33,2.2408,0.1562,2.2738,0.1040
34,2.2142,0.1562,2.2738,0.1040
35,2.2369,0.1562,2.2738,0.1040
36,2.1004,0.3125,2.2738,0.1040
37,2.1960,0.2188,2.2738,0.1040
38,2.1623,0.3438,2.2738,0.1040
39,2.1551,0.3750,2.2738,0.1040
40,2.2148,0.2500,2.1598,0.3082
41,2.1496,0.3125,2.1598,0.3082
42,2.1453,0.2500,2.1598,0.3082
43,2.1223,0.2188,2.1598,0.3082
44,2.1390,0.2188,2.1598,0.3082
45,1.9216,0.5000,2.1598,0.3082
46,2.0199,0.3125,2.1598,0.3082
47,1.9273,0.3750,2.1598,0.3082
48,1.9992,0.3750,2.1598,0.3082
49,1.9556,0.4062,2.1598,0.3082
50,2.1565,0.2188,2.1598,0.3082
51,2.0675,0.3750,2.1598,0.3082
52,1.8691,0.2188,2.1598,0.3082
53,1.7919,0.3125,2.1598,0.3082
54,1.8081,0.5000,2.1598,0.3082
55,2.0046,0.3125,2.1598,0.3082
56,2.4151,0.1875,2.1598,0.3082
57,1.8566,0.3125,2.1598,0.3082
58,1.6318,0.4688,2.1598,0.3082
59,2.2343,0.3125,2.1598,0.3082
60,1.5614,0.5000,1.8381,0.3506
61,1.9085,0.3438,1.8381,0.3506
62,1.9310,0.3750,1.8381,0.3506
63,1.9922,0.3125,1.8381,0.3506
64,1.7033,0.5312,1.8381,0.3506
65,1.6345,0.4688,1.8381,0.3506
66,1.9919,0.2812,1.8381,0.3506
67,1.5206,0.5000,1.8381,0.3506
68,1.7102,0.3438,1.8381,0.3506
69,1.7468,0.4375,1.8381,0.3506
70,1.2559,0.5312,1.8381,0.3506
71,1.2550,0.5312,1.8381,0.3506
72,1.4016,0.5000,1.8381,0.3506
73,1.2251,0.5312,1.8381,0.3506
74,1.6606,0.4062,1.8381,0.3506
75,1.4337,0.5938,1.8381,0.3506
76,1.6150,0.3125,1.8381,0.3506
77,1.1886,0.6250,1.8381,0.3506
78,1.2615,0.5000,1.8381,0.3506
79,1.4431,0.4375,1.8381,0.3506
80,1.5018,0.4688,1.2445,0.5227
81,1.0826,0.6250,1.2445,0.5227
82,1.4175,0.4688,1.2445,0.5227
83,1.0521,0.5625,1.2445,0.5227
84,1.2564,0.6250,1.2445,0.5227
85,1.2870,0.5625,1.2445,0.5227
86,1.0131,0.5938,1.2445,0.5227
87,1.4636,0.4688,1.2445,0.5227
88,1.1059,0.6250,1.2445,0.5227
89,0.9797,0.6562,1.2445,0.5227
90,0.9142,0.6562,1.2445,0.5227
91,0.9423,0.6562,1.2445,0.5227
92,0.8561,0.6250,1.2445,0.5227
93,1.0515,0.6562,1.2445,0.5227
94,1.1962,0.5000,1.2445,0.5227
95,1.0859,0.4688,1.2445,0.5227
96,1.0097,0.6250,1.2445,0.5227
97,0.7829,0.7500,1.2445,0.5227
98,1.0208,0.6562,1.2445,0.5227
99,1.3764,0.6250,1.2445,0.5227
100,0.5265,0.8125,0.9262,0.6425
101,0.9056,0.5938,0.9262,0.6425
102,1.3667,0.5312,0.9262,0.6425
103,0.8963,0.5938,0.9262,0.6425
104,0.8577,0.6562,0.9262,0.6425
105,0.9488,0.5938,0.9262,0.6425
106,1.1543,0.4688,0.9262,0.6425
107,0.6549,0.7500,0.9262,0.6425
108,0.8854,0.6875,0.9262,0.6425
109,0.6439,0.7812,0.9262,0.6425
110,1.2535,0.6250,0.9262,0.6425
