0,2.6696,0.0625,2.3112,0.0974
1,2.3397,0.0312,2.3112,0.0974
2,2.3192,0.0938,2.3112,0.0974
3,2.3935,0.1250,2.3112,0.0974
4,2.5189,0.1250,2.3112,0.0974
5,2.2861,0.1875,2.3112,0.0974
6,2.3762,0.1250,2.3112,0.0974
7,2.3212,0.2500,2.3112,0.0974
8,2.3217,0.2812,2.3112,0.0974
9,2.2756,0.3125,2.3112,0.0974
10,2.2303,0.2188,2.3112,0.0974
11,2.3822,0.1875,2.3112,0.0974
12,2.4787,0.0625,2.3112,0.0974
13,2.3740,0.0938,2.3112,0.0974
14,2.3529,0.0625,2.3112,0.0974
15,2.2991,0.1250,2.3112,0.0974
16,2.2387,0.1250,2.3112,0.0974
17,2.1780,0.3125,2.3112,0.0974
18,2.1889,0.2500,2.3112,0.0974
19,2.2820,0.0938,2.3112,0.0974
20,2.5338,0.1250,2.1341,0.2031
21,2.1464,0.1562,2.1341,0.2031
22,2.2934,0.0938,2.1341,0.2031
23,2.1570,0.1875,2.1341,0.2031
24,2.1642,0.2500,2.1341,0.2031
25,2.0234,0.2500,2.1341,0.2031
26,2.3699,0.1250,2.1341,0.2031
27,2.0274,0.4062,2.1341,0.2031
28,1.7693,0.3125,2.1341,0.2031
29,2.3923,0.2500,2.1341,0.2031
30,1.8686,0.3125,2.1341,0.2031
31,1.9248,0.3438,2.1341,0.2031
32,1.8818,0.2500,2.1341,0.2031
33,1.7994,0.2812,2.1341,0.2031
34,1.8421,0.1875,2.1341,0.2031
35,1.8884,0.2812,2.1341,0.2031
36,2.0053,0.2500,2.1341,0.2031
37,1.6291,0.4062,2.1341,0.2031
38,2.1504,0.2500,2.1341,0.2031
39,2.2998,0.1562,2.1341,0.2031
40,1.8008,0.3750,1.8882,0.2743
41,1.8258,0.2188,1.8882,0.2743
42,1.8199,0.3438,1.8882,0.2743
43,1.5763,0.3125,1.8882,0.2743
44,1.2724,0.4688,1.8882,0.2743
45,1.6880,0.2500,1.8882,0.2743
46,1.4832,0.3750,1.8882,0.2743
47,1.8507,0.3750,1.8882,0.2743
48,1.6020,0.3438,1.8882,0.2743
49,1.5923,0.2500,1.8882,0.2743
50,1.4691,0.3750,1.8882,0.2743
51,1.6637,0.2812,1.8882,0.2743
52,1.6428,0.3438,1.8882,0.2743
53,1.7653,0.3125,1.8882,0.2743
54,2.3315,0.2812,1.8882,0.2743
55,1.9704,0.2500,1.8882,0.2743
56,1.4901,0.3438,1.8882,0.2743
57,1.6594,0.3438,1.8882,0.2743
58,1.9690,0.2500,1.8882,0.2743
59,1.9404,0.2812,1.8882,0.2743
60,1.6433,0.5000,1.8937,0.2508
61,1.6489,0.3438,1.8937,0.2508
62,1.8045,0.3125,1.8937,0.2508
63,1.6812,0.2812,1.8937,0.2508
64,1.9682,0.3125,1.8937,0.2508
65,1.5690,0.4375,1.8937,0.2508
66,1.5820,0.4688,1.8937,0.2508
67,1.4819,0.3438,1.8937,0.2508
68,1.5156,0.4062,1.8937,0.2508
69,1.6378,0.5312,1.8937,0.2508
70,1.1767,0.3750,1.8937,0.2508
71,1.4672,0.4688,1.8937,0.2508
72,1.6215,0.4688,1.8937,0.2508
73,1.4322,0.3438,1.8937,0.2508
74,1.3881,0.3750,1.8937,0.2508
75,1.3800,0.5938,1.8937,0.2508
76,1.0294,0.7188,1.8937,0.2508
77,1.4992,0.2812,1.8937,0.2508
78,0.9974,0.6875,1.8937,0.2508
79,1.1554,0.5000,1.8937,0.2508
80,1.1488,0.5625,1.1180,0.5755
81,0.7272,0.7812,1.1180,0.5755
82,1.3574,0.5625,1.1180,0.5755
83,1.2291,0.5312,1.1180,0.5755
84,1.0158,0.6875,1.1180,0.5755
85,0.6524,0.6875,1.1180,0.5755
86,1.1451,0.4688,1.1180,0.5755
87,0.9815,0.5625,1.1180,0.5755
88,1.3927,0.4062,1.1180,0.5755
89,1.0147,0.6875,1.1180,0.5755
90,0.8748,0.7500,1.1180,0.5755
91,1.1645,0.6250,1.1180,0.5755
92,1.5674,0.6250,1.1180,0.5755
93,0.9237,0.6875,1.1180,0.5755
94,1.0604,0.5000,1.1180,0.5755
95,0.9619,0.6562,1.1180,0.5755
96,1.0341,0.6250,1.1180,0.5755
97,1.1302,0.7188,1.1180,0.5755
98,1.1710,0.5000,1.1180,0.5755
99,0.6407,0.7812,1.1180,0.5755
100,1.3269,0.5312,0.9234,0.6153
101,1.2817,0.5625,0.9234,0.6153
102,1.1394,0.4375,0.9234,0.6153
103,1.2934,0.4062,0.9234,0.6153
104,1.1883,0.4688,0.9234,0.6153
105,1.0868,0.5312,0.9234,0.6153
106,1.7871,0.5000,0.9234,0.6153
107,0.9278,0.7500,0.9234,0.6153
108,0.9153,0.7188,0.9234,0.6153
109,1.0369,0.5312,0.9234,0.6153
110,1.0832,0.5312,0.9234,0.6153
111,1.8815,0.3125,0.9234,0.6153
112,1.2926,0.5625,0.9234,0.6153
113,1.2857,0.4688,0.9234,0.6153
114,2.1310,0.4062,0.9234,0.6153
115,1.6594,0.3438,0.9234,0.6153
116,1.1950,0.4062,0.9234,0.6153
117,1.4657,0.5625,0.9234,0.6153
118,1.3977,0.3438,0.9234,0.6153
119,1.6528,0.3438,0.9234,0.6153
120,1.1054,0.6562,1.1434,0.5623
